,model_name,f1_score
0,"n=2, add_one=True",0.8766188736263962
1,"n=2, add_one=False",0.8487380880771885
2,"n=3, add_one=True",0.9291398754681888
3,"n=3, add_one=False",0.7703601398314028
4,"n=4, add_one=True",0.9314351899963709
5,"n=4, add_one=False",0.9078051079407627
